State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
VA,51,1710,Greene County Public Schools,"19,819","3,481",383
VA,51,1740,Greensville County Public Schools,"11,336","1,399",335
VA,51,1770,Halifax County Public Schools,"33,911","5,049","1,149"
VA,51,1800,Hampton City Public Schools,"134,510","19,937","3,962"
VA,51,1830,Hanover County Public Schools,"107,766","17,986",844
VA,51,1860,Harrisonburg City Public Schools,"53,016","6,009","1,103"
VA,51,1890,Henrico County Public Schools,"330,818","54,360","6,378"
VA,51,1920,Henry County Public Schools,"50,557","7,416","1,515"
VA,51,1950,Highland County Public Schools,"2,190",195,39
VA,51,1980,Hopewell City Public Schools,"22,529","4,168","1,203"
VA,51,2010,Isle of Wight County Public Schools,"37,109","5,760",834
VA,51,36,James City County Public Schools,"76,523","11,382",843
VA,51,2100,King George County Public Schools,"26,154","4,895",337
VA,51,2120,King William County Public Schools,"13,590","2,271",226
VA,51,2070,King and Queen County Public Schools,"7,025",905,154
VA,51,2160,Lancaster County Public Schools,"10,603","1,214",276
VA,51,2190,Lee County Public Schools,"23,423","3,267","1,079"
VA,51,2220,Lexington City Public Schools,"7,446",596,75
VA,51,2250,Loudoun County Public Schools,"413,538","87,025","2,395"
VA,51,2280,Louisa County Public Schools,"37,591","5,512",699
VA,51,2310,Lunenburg County Public Schools,"12,196","1,660",404
VA,51,2340,Lynchburg City Public Schools,"82,168","10,734","2,060"
VA,51,2370,Madison County Public Schools,"13,261","1,993",273
VA,51,2360,Manassas City Public Schools,"41,085","7,541",975
VA,51,2390,Manassas Park City Public Schools,"17,478","3,162",292
VA,51,2400,Martinsville City Public Schools,"12,554","2,274",683
VA,51,2430,Mathews County Public Schools,"8,834","1,036",152
VA,51,2460,Mecklenburg County Public Schools,"30,587","4,172",944
VA,51,2490,Middlesex County Public Schools,"10,582","1,223",271
VA,51,2520,Montgomery County Public Schools,"98,535","10,985","1,387"
VA,51,2580,Nelson County Public Schools,"14,930","1,957",332
VA,51,2610,New Kent County Public Schools,"23,091","3,423",234
VA,51,2640,Newport News City Public Schools,"179,225","28,357","6,354"
VA,51,2670,Norfolk City Public Schools,"242,742","31,446","8,835"
VA,51,2710,Northampton County Public Schools,"11,710","1,709",463
VA,51,2730,Northumberland County Public Schools,"12,095","1,322",311
VA,51,2760,Norton City Public Schools,"3,981",629,176
VA,51,2790,Nottoway County Public Schools,"15,232","2,165",524
VA,51,2820,Orange County Public Schools,"37,051","5,603",750
VA,51,2850,Page County Public Schools,"23,902","3,460",562
VA,51,2880,Patrick County Public Schools,"17,608","2,315",480
VA,51,2910,Petersburg City Public Schools,"31,346","4,430","1,619"
VA,51,2940,Pittsylvania County Public Schools,"60,354","8,555","1,726"
VA,51,2980,Poquoson City Public Schools,"12,271","2,166",116
VA,51,3000,Portsmouth City Public Schools,"94,398","14,936","4,290"
VA,51,3030,Powhatan County Public Schools,"29,652","4,039",245
VA,51,3060,Prince Edward County Public Schools,"22,802","2,563",631
VA,51,3090,Prince George County Public Schools,"38,353","6,229",595
VA,51,3130,Prince William County Public Schools,"464,565","91,386","6,971"
VA,51,3150,Pulaski County Public Schools,"34,027","4,343",856
VA,51,23,Quantico Marine Corps Center School District,"8,061",932,18
VA,51,3180,Radford City Public Schools,"18,249","1,648",274
VA,51,3210,Rappahannock County Public Schools,"7,370",910,116
VA,51,3240,Richmond City Public Schools,"230,436","26,348","6,798"
VA,51,3270,Richmond County Public Schools,"9,023","1,144",209
VA,51,3300,Roanoke City Public Schools,"99,143","15,602","4,526"
VA,51,3330,Roanoke County Public Schools,"94,186","14,346",988
VA,51,3370,Rockbridge County Public Schools,"22,573","2,966",430
VA,51,3390,Rockingham County Public Schools,"81,948","13,271","1,442"
VA,51,3420,Russell County Public Schools,"26,586","3,727",743
VA,51,3460,Salem City Public Schools,"25,301","3,638",448
VA,51,3480,Scott County Public Schools,"21,566","2,951",549
VA,51,3510,Shenandoah County Public Schools,"43,616","6,765",976
VA,51,3520,Smyth County Public Schools,"30,104","4,334",890
VA,51,3600,Southampton County Public Schools,"17,631","2,537",445
VA,51,3640,Spotsylvania County Public Schools,"136,215","25,112","2,289"
VA,51,3660,Stafford County Public Schools,"150,591","29,913","1,819"
VA,51,3690,Staunton City Public Schools,"24,932","3,246",561
VA,51,3710,Suffolk City Public Schools,"92,108","15,984","2,199"
VA,51,3750,Surry County Public Schools,"6,422",772,142
VA,51,3780,Sussex County Public Schools,"11,159","1,255",339
VA,51,3810,Tazewell County Public Schools,"40,595","5,771","1,695"
VA,51,3840,Virginia Beach City Public Schools,"449,974","71,069","6,870"
VA,51,3870,Warren County Public Schools,"40,164","6,314",842
VA,51,3900,Washington County Public Schools,"53,740","7,349","1,145"
VA,51,3930,Waynesboro City Public Schools,"22,630","3,744",686
VA,51,3950,West Point Town Public Schools,"3,558",632,42
VA,51,3980,Westmoreland County Public Schools,"14,405","1,986",484
VA,51,4020,Williamsburg City Public Schools,"14,954","1,192",239
VA,51,4050,Winchester City Public Schools,"28,078","4,551",844
VA,51,4080,Wise County Public Schools,"37,383","5,423","1,373"
VA,51,4110,Wythe County Public Schools,"28,684","4,201",741
VA,51,4150,York County Public Schools,"68,280","12,418",637
WA,53,30,Aberdeen School District,"20,992","3,420",736
WA,53,60,Adna School District,"3,994",772,38
WA,53,90,Almira School District,508,90,9
WA,53,150,Anacortes School District,"22,477","2,778",307
WA,53,240,Arlington School District,"34,277","5,966",369
WA,53,280,Asotin-Anatone School District,"3,383",558,55
WA,53,300,Auburn School District,"97,860","17,308","1,951"
WA,53,330,Bainbridge Island School District,"24,889","4,286",128
WA,53,380,Battle Ground School District,"74,865","15,079","1,091"
WA,53,390,Bellevue School District,"144,769","21,599","1,042"
WA,53,420,Bellingham School District,"116,388","13,059","1,299"
WA,53,450,Benge School District,58,6,1
WA,53,480,Bethel School District,"114,437","21,306","2,276"
WA,53,510,Bickleton School District,403,62,7
WA,53,570,Blaine School District,"18,202","2,518",377
WA,53,630,Boistfort School District,958,151,25
WA,53,660,Bremerton School District,"48,607","5,345",783
WA,53,690,Brewster School District,"4,745","1,080",157
WA,53,720,Bridgeport School District,"3,667",878,200
WA,53,750,Brinnon School District,"1,348",86,27
WA,53,780,Burlington-Edison School District,"23,151","3,855",727
WA,53,810,Camas School District,"32,531","6,713",287
WA,53,840,Cape Flattery School District,"3,463",451,60
WA,53,870,Carbonado School District,974,192,13
WA,53,950,Cascade School District,"10,194","1,497",198
WA,53,960,Cashmere School District,"7,933","1,382",232
WA,53,990,Castle Rock School District,"10,669","1,564",163
WA,53,1050,Centerville School District,578,77,12
WA,53,1080,Central Kitsap School District,"73,327","11,149",720
WA,53,1110,Central Valley School District,"84,858","15,064","1,365"
WA,53,1140,Centralia School District,"24,537","3,725",607
WA,53,1170,Chehalis School District,"15,536","2,592",228
WA,53,1230,Cheney School District,"36,693","4,686",574
WA,53,1260,Chewelah School District,"6,356",961,247
WA,53,1290,Chimacum School District,"12,247","1,095",153
WA,53,1320,Clarkston School District,"19,282","2,817",499
WA,53,1350,Cle Elum-Roslyn School District,"8,645","1,125",170
WA,53,1410,Clover Park School District,"87,591","13,698","2,380"
WA,53,1440,Colfax School District,"4,456",772,70
WA,53,1470,College Place School District,"13,327","1,903",221
WA,53,1500,Colton School District,"1,238",250,17
WA,53,1560,Columbia (Stevens) School District,"1,233",193,43
WA,53,1590,Columbia (Walla Walla) School District,"4,024",766,159
WA,53,1630,Colville School District,"12,146","1,821",381
WA,53,1660,Concrete School District,"5,352",744,117
WA,53,1680,Conway School District,"3,431",569,40
WA,53,1710,Cosmopolis School District,"2,063",334,22
WA,53,3440,Coulee-Hartline School District,"1,519",210,20
WA,53,1800,Coupeville School District,"10,521","1,057",134
WA,53,1830,Crescent School District,"2,813",362,43
WA,53,1860,Creston School District,"1,193",95,15
WA,53,1890,Curlew School District,"1,517",179,66
WA,53,1920,Cusick School District,"2,093",307,115
WA,53,1950,Damman School District,898,163,3
WA,53,1980,Darrington School District,"3,684",591,47
WA,53,2010,Davenport School District,"3,105",601,89
WA,53,2040,Dayton School District,"3,710",499,70
WA,53,2070,Deer Park School District,"11,833","2,223",308
WA,53,2130,Dieringer School District,"10,035","1,919",78
WA,53,2160,Dixie School District,509,65,11
WA,53,2280,East Valley School District (Spokane),"28,637","4,940",572
WA,53,5370,East Valley School District (Yakima),"16,039","3,128",447
WA,53,2310,Eastmont School District,"33,785","6,368",792
WA,53,2340,Easton School District,"1,318",150,9
WA,53,2370,Eatonville School District,"13,731","2,321",207
WA,53,2400,Edmonds School District,"178,101","24,944","1,907"
WA,53,2460,Ellensburg School District,"31,086","3,381",349
WA,53,2490,Elma School District,"9,227","1,569",230
WA,53,2520,Endicott School District,610,79,22
WA,53,2550,Entiat School District,"2,340",387,77
WA,53,1,Enumclaw School District,"29,341","5,045",253
WA,53,2610,Ephrata School District,"12,758","2,631",327
WA,53,2640,Evaline School District,878,143,47
WA,53,2670,Everett School District,"149,669","22,617","1,813"
WA,53,2700,Evergreen School District (Clark),"159,501","28,467","3,454"
WA,53,2730,Evergreen School District (Stevens),446,72,13
WA,53,2820,Federal Way School District,"152,443","26,676","2,982"
WA,53,2850,Ferndale School District,"34,640","6,226",685
WA,53,2880,Fife Public Schools,"23,456","3,876",394
WA,53,2910,Finley School District,"5,917","1,178",216
WA,53,2940,Franklin Pierce School District,"57,338","8,916","1,515"
WA,53,2970,Freeman School District,"4,805",902,46
WA,53,3000,Garfield School District,883,132,32
WA,53,3030,Glenwood School District,504,60,6
WA,53,3090,Goldendale School District,"7,811","1,063",205
WA,53,3130,Grand Coulee Dam School District,"4,537",646,110
WA,53,3150,Grandview School District,"15,534","3,812",745
WA,53,3180,Granger School District,"5,937","1,625",475
WA,53,3210,Granite Falls School District,"15,311","2,678",172
WA,53,3240,Grapeview School District,"2,827",309,50
WA,53,3270,Great Northern School District,784,135,16
WA,53,3300,Green Mountain School District,934,179,14
WA,53,3330,Griffin School District,"6,672",943,44
WA,53,3360,Harrington School District,765,127,30
WA,53,3510,Highland School District,"5,779","1,327",192
WA,53,3540,Highline School District,"145,244","22,093","2,964"
WA,53,3570,Hockinson School District,"9,994","2,082",118
WA,53,3600,Hood Canal School District,"6,509",706,125
WA,53,3660,Hoquiam School District,"11,145","1,827",349
WA,53,2,Inchelium School District,"1,214",188,59
WA,53,3720,Index School District,603,43,12
WA,53,3750,Issaquah School District,"115,197","22,110",738
WA,53,3780,Kahlotus School District,468,88,9
WA,53,3810,Kalama School District,"6,862","1,158",79
WA,53,3870,Keller School District,508,72,30
WA,53,3,Kelso School District,"30,749","5,533",848
WA,53,3930,Kennewick School District,"99,852","19,708","3,452"
WA,53,3960,Kent School District,"184,463","32,956","3,583"
WA,53,3990,Kettle Falls School District,"5,629",776,129
WA,53,4020,Kiona-Benton City School District,"9,812","1,938",229
WA,53,4050,Kittitas School District,"4,284",783,60
WA,53,4080,Klickitat School District,653,78,16
WA,53,4170,La Center School District,"9,517","1,834",82
WA,53,4110,La Conner School District,"5,173",615,86
WA,53,4150,LaCrosse School District,762,113,26
WA,53,1200,Lake Chelan School District,"7,621","1,244",127
WA,53,7050,Lake Quinault School District,"1,224",203,35
WA,53,4200,Lake Stevens School District,"46,081","9,044",495
WA,53,4230,Lake Washington School District,"207,088","32,317","1,043"
WA,53,4260,Lakewood School District,"16,046","2,707",221
WA,53,4290,Lamont School District,196,32,8
WA,53,4380,Liberty School District,"4,906",805,56
WA,53,4410,Lind School District,"1,264",293,41
WA,53,4470,Longview Public Schools,"49,010","7,648","1,324"
WA,53,4500,Loon Lake School District,"1,814",241,45
WA,53,4530,Lopez School District,"2,764",218,39
WA,53,4590,Lyle School District,"3,100",397,115
WA,53,4620,Lynden School District,"20,957","3,821",267
WA,53,4650,Mabton School District,"3,663",976,199
WA,53,4710,Mansfield School District,557,77,23
WA,53,4740,Manson School District,"3,817",730,46
WA,53,4800,Mary M. Knight School District,"1,567",266,67
WA,53,4830,Mary Walker School District,"3,352",579,151
WA,53,4860,Marysville School District,"79,705","13,832","1,184"
WA,53,4890,McCleary School District,"3,115",513,50
WA,53,4920,Mead School District,"56,475","11,042",848
